시도,시군구,구분,2014,,,,,,,,,,,,,2015,,,,,,,,,,,,,2016,,,,,,,,,,,,,2017,,,,,,,,,,,,,2018,,,,,,,,,,,,
,,,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시
,,중상자수,64,3,1,3,4,6,12,8,8,8,6,1,4,73,2,0,5,6,11,7,5,7,10,8,6,6,79,1,1,6,3,1,8,17,14,9,10,6,3,71,0,0,3,7,5,12,12,10,9,7,3,3,96,2,1,6,4,12,11,13,13,10,17,6,1
,,경상자수,72,4,5,2,3,13,8,10,8,7,6,5,1,85,2,2,1,11,7,14,6,11,10,13,4,4,103,2,5,6,5,12,12,15,12,8,9,13,4,110,4,4,4,6,18,9,18,19,9,4,9,6,122,4,3,3,8,16,16,20,16,14,9,9,4
,,부상신고자수,16,1,0,0,1,0,3,3,5,1,1,1,0,21,0,0,0,1,2,0,4,4,5,3,1,1,13,0,0,0,1,1,2,3,2,0,3,0,1,17,1,0,0,1,4,3,3,3,1,1,0,0,19,0,0,3,0,4,1,1,0,1,6,2,1
,관악구,사고건수,231,12,5,13,19,17,23,23,30,29,25,21,14,218,9,9,14,12,21,26,20,29,35,23,12,8,171,2,6,8,16,16,26,20,18,19,20,13,7,184,9,1,15,18,21,18,18,26,19,15,16,8,182,7,3,8,12,15,31,26,24,27,19,5,5
,,사망자수,8,0,0,1,1,0,0,0,1,2,1,0,2,5,0,0,1,0,0,0,1,0,2,1,0,0,5,0,1,0,0,1,0,0,3,0,0,0,0,7,0,0,1,1,0,1,0,1,0,1,1,1,3,0,0,0,0,0,1,0,0,0,1,1,0
,,부상자수,234,12,5,13,20,18,25,23,32,28,24,21,13,225,9,9,15,13,23,26,21,30,33,24,13,9,170,2,5,9,16,15,27,21,15,19,21,13,7,190,9,1,14,18,25,20,21,27,19,14,15,7,188,8,3,8,14,16,31,26,25,30,18,4,5
,,중상자수,108,3,4,7,8,7,11,12,14,16,12,12,2,100,2,4,5,8,15,10,10,15,14,10,4,3,72,0,1,3,8,9,14,7,2,12,8,5,3,80,1,0,5,10,13,6,7,15,9,6,6,2,65,1,0,3,2,5,13,12,8,12,6,1,2
,,경상자수,109,9,0,5,10,8,14,10,15,12,10,7,9,112,7,5,8,3,6,11,11,14,18,14,9,6,85,2,3,5,5,6,12,12,12,7,10,8,3,98,7,1,7,7,11,12,14,8,10,7,9,5,105,5,3,4,10,11,16,11,14,15,10,3,3
,,부상신고자수,17,0,1,1,2,3,0,1,3,0,2,2,2,13,0,0,2,2,2,5,0,1,1,0,0,0,13,0,1,1,3,0,1,2,1,0,3,0,1,12,1,0,2,1,1,2,0,4,0,1,0,0,18,2,0,1,2,0,2,3,3,3,2,0,0
,강남구,사고건수,283,10,5,15,26,29,38,35,30,44,17,17,17,260,15,13,19,22,29,26,27,34,18,20,21,16,303,14,14,14,26,25,43,42,34,35,17,25,14,324,16,16,15,22,44,30,33,43,33,39,22,11,351,30,11,23,16,40,28,49,41,40,28,22,23
,,사망자수,6,0,0,1,1,0,1,1,1,1,0,0,0,7,0,1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,1,0,0,0,0,7,0,0,3,1,1,0,1,0,1,0,0,0
,,부상자수,287,10,5,14,26,30,40,35,29,46,18,17,17,274,17,12,19,23,30,28,26,43,17,20,23,16,328,14,15,16,27,28,49,44,37,36,18,28,16,347,18,16,14,24,46,35,34,43,36,45,24,12,372,32,11,24,15,42,29,54,41,47,31,22,24
,,중상자수,104,2,2,6,11,10,13,11,10,24,5,6,4,98,5,2,11,11,10,9,6,16,6,8,11,3,105,3,0,8,8,8,17,17,9,13,4,10,8,100,4,4,5,5,14,9,11,8,12,14,11,3,105,6,3,4,8,10,9,16,11,12,10,8,8
,,경상자수,157,7,2,8,12,18,22,20,15,20,11,10,12,151,11,9,8,12,16,18,14,22,9,11,10,11,194,11,14,8,17,19,28,22,23,16,12,17,7,227,13,12,9,15,31,22,22,32,22,27,13,9,242,25,7,19,6,29,19,34,28,31,17,12,15
,,부상신고자수,26,1,1,0,3,2,5,4,4,2,2,1,1,25,1,1,0,0,4,1,6,5,2,1,2,2,29,0,1,0,2,1,4,5,5,7,2,1,1,20,1,0,0,4,1,4,1,3,2,4,0,0,25,1,1,1,1,3,1,4,2,4,4,2,1
,강동구,사고건수,202,6,7,15,10,22,26,23,24,29,22,11,7,206,7,3,9,10,25,21,19,30,28,26,18,10,217,4,4,10,16,21,28,34,24,27,24,17,8,221,4,4,8,16,22,40,25,25,39,22,11,5,242,8,6,8,11,18,43,27,29,33,23,23,13
,,사망자수,8,0,1,3,0,0,1,1,1,0,0,1,0,8,0,0,3,0,1,1,1,0,1,1,0,0,6,0,0,0,0,1,1,0,0,1,0,2,1,11,0,0,1,0,2,2,1,1,3,0,1,0,4,0,0,1,0,0,1,0,0,0,1,1,0
,,부상자수,202,6,6,12,10,23,29,23,24,29,22,11,7,208,7,3,6,11,24,20,19,30,29,26,19,14,224,4,4,10,16,21,29,38,25,27,28,15,7,219,4,4,9,16,21,39,25,25,39,22,10,5,259,8,7,11,13,20,44,29,33,33,24,24,13
,,중상자수,96,3,1,5,1,13,14,15,14,14,9,5,2,91,4,0,5,5,9,11,4,15,15,15,4,4,89,1,1,3,6,12,14,17,6,12,10,6,1,93,1,1,3,6,9,15,9,10,22,11,5,1,102,4,3,6,3,5,13,15,17,9,6,14,7
,,경상자수,96,2,5,7,9,7,14,8,8,15,13,6,2,101,3,3,1,6,12,9,14,13,10,8,14,8,116,3,2,7,9,8,13,18,17,13,13,7,6,108,3,1,6,9,9,22,12,13,16,9,5,3,127,3,4,5,10,10,27,10,7,21,16,8,6
,,부상신고자수,10,1,0,0,0,3,1,0,2,0,0,0,3,16,0,0,0,0,3,0,1,2,4,3,1,2,19,0,1,0,1,1,2,3,2,2,5,2,0,18,0,2,0,1,3,2,4,2,1,2,0,1,30,1,0,0,0,5,4,4,9,3,2,2,0
,송파구,사고건수,292,16,7,17,32,30,30,35,25,33,36,16,15,299,12,9,20,30,33,33,27,37,33,30,16,19,274,15,5,10,19,35,29,37,35,32,16,28,13,321,10,11,20,28,35,42,33,30,46,31,20,15,373,15,9,19,23,42,40,38,56,56,40,22,13
,,사망자수,7,0,0,0,4,1,0,2,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,8,0,0,0,0,2,2,1,0,1,2,0,0,7,0,0,0,2,0,1,1,0,2,0,0,1
,,부상자수,298,17,7,18,29,31,31,35,26,35,37,17,15,315,13,8,19,33,37,36,27,41,34,29,16,22,291,15,7,9,20,40,30,38,37,35,18,28,14,331,10,11,22,28,35,42,33,35,47,31,22,15,396,15,11,19,28,44,46,40,60,56,41,24,12
,,중상자수,116,2,2,11,11,16,7,20,10,10,14,5,8,135,6,4,9,15,16,17,13,15,15,10,8,7,102,3,0,4,8,12,10,14,18,16,5,6,6,131,2,6,10,14,13,19,14,9,17,8,10,9,139,8,7,7,8,11,11,16,25,19,14,9,4
,,경상자수,150,14,4,6,17,14,19,13,12,20,15,10,6,142,6,3,8,12,20,14,9,22,15,15,7,11,154,10,6,4,9,25,16,21,11,15,13,18,6,164,7,4,10,12,18,18,16,24,23,15,11,6,213,5,4,10,16,23,31,19,29,30,24,14,8
,,부상신고자수,32,1,1,1,1,1,5,2,4,5,8,2,1,38,1,1,2,6,1,5,5,4,4,4,1,4,35,2,1,1,3,3,4,3,8,4,0,4,2,36,1,1,2,2,4,5,3,2,7,8,1,0,44,2,0,2,4,10,4,5,6,7,3,1,0
,서초구,사고건수,200,12,8,6,15,18,30,25,20,26,19,15,6,202,9,7,7,12,25,30,25,29,23,13,14,8,248,12,5,17,15,23,38,20,40,26,22,12,18,237,7,4,9,28,25,35,26,29,24,28,9,13,290,8,8,22,22,37,41,31,28,42,18,23,10
,,사망자수,3,0,0,0,0,0,0,1,0,2,0,0,0,5,1,1,1,1,0,0,1,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,1,0,0,9,0,0,1,1,0,0,2,2,0,1,1,1,4,0,0,1,1,0,0,1,0,0,1,0,0
,,부상자수,213,12,9,6,16,18,34,26,20,29,20,17,6,216,9,6,6,11,27,32,26,34,24,15,16,10,269,12,5,17,14,24,40,23,45,29,22,18,20,258,7,5,8,29,34,38,25,32,25,33,10,12,311,8,8,22,22,41,46,35,29,46,19,25,10
,,중상자수,82,2,3,2,4,9,19,10,9,10,5,5,4,91,3,2,3,5,14,14,10,15,7,7,8,3,84,3,1,8,4,8,21,8,7,6,9,6,3,81,2,2,2,10,9,13,11,8,12,7,3,2,88,3,1,5,9,10,12,14,5,9,8,9,3
,,경상자수,117,9,6,4,8,8,14,15,10,17,14,10,2,109,6,3,3,6,12,14,15,13,16,8,6,7,156,9,4,8,8,14,16,13,30,23,11,7,13,154,2,3,6,14,23,21,13,23,12,21,7,9,197,5,6,16,13,27,32,14,22,34,10,11,7
,,부상신고자수,14,1,0,0,4,1,1,1,1,2,1,2,0,16,0,1,0,0,1,4,1,6,1,0,2,0,29,0,0,1,2,2,3,2,8,0,2,5,4,23,3,0,0,5,2,4,1,1,1,5,0,1,26,0,1,1,0,4,2,7,2,3,1,5,0
,양천구,사고건수,171,5,4,10,13,18,29,20,16,19,21,12,4,227,4,4,15,11,29,28,28,23,30,29,17,9,191,10,4,9,13,28,21,11,27,27,20,10,11,177,7,2,9,8,20,23,17,35,20,25,10,1,209,6,9,18,16,14,33,22,24,23,20,16,8
,,사망자수,6,0,1,0,0,0,2,1,0,1,0,1,0,5,0,1,1,0,1,0,0,0,2,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,1,0,0,1,0,2,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
,,부상자수,171,5,3,10,13,18,29,19,16,18,24,12,4,233,4,3,15,12,28,29,33,25,28,30,17,9,189,10,4,9,13,25,22,11,28,25,21,10,11,177,7,3,8,8,20,23,17,33,20,25,12,1,221,6,9,15,16,16,39,26,24,23,22,16,9
,,중상자수,68,0,0,6,7,6,14,6,6,4,14,3,2,113,1,3,7,7,14,14,16,15,15,12,7,2,75,2,0,4,7,9,8,4,14,10,11,3,3,64,1,0,4,4,9,9,8,9,6,8,5,1,67,3,1,8,4,4,10,7,10,8,5,5,2
,,경상자수,92,4,3,3,6,12,14,12,9,10,8,9,2,108,3,0,8,4,12,11,16,9,12,17,10,6,99,6,3,5,5,13,11,7,13,14,9,5,8,102,6,3,3,4,9,12,9,20,13,16,7,0,141,3,8,7,12,11,24,18,13,13,15,10,7
,,부상신고자수,11,1,0,1,0,0,1,1,1,4,2,0,0,12,0,0,0,1,2,4,1,1,1,1,0,1,15,2,1,0,1,3,3,0,1,1,1,2,0,11,0,0,1,0,2,2,0,4,1,1,0,0,13,0,0,0,0,1,5,1,1,2,2,1,0
,중랑구,사고건수,204,6,6,11,16,26,24,27,30,26,15,8,9,240,10,9,13,15,26,34,20,20,37,28,22,6,213,5,6,14,12,20,28,31,20,26,23,17,11,250,11,2,12,18,27,33,22,37,33,29,14,12,254,8,3,20,12,25,27,31,33,42,28,16,9
,,사망자수,3,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,1,1,1,0,1,1,0
,,부상자수,215,6,7,11,18,27,24,31,30,28,16,8,9,250,10,9,14,16,25,34,21,20,39,30,25,7,216,5,7,14,14,19,28,30,20,26,23,17,13,268,10,2,13,22,27,34,26,42,35,31,14,12,264,9,3,20,13,26,29,33,34,43,28,16,10
,,중상자수,105,2,4,6,7,14,17,14,16,10,7,4,4,97,3,0,6,8,8,16,11,9,17,11,8,0,84,0,2,4,6,7,13,16,7,11,8,7,3,114,6,1,6,14,12,16,10,13,16,13,2,5,85,1,0,11,2,4,10,11,10,14,10,8,4
,,경상자수,87,4,2,4,9,8,5,16,11,12,8,4,4,111,6,8,6,4,11,13,8,6,15,15,14,5,105,4,5,8,7,9,12,10,10,9,12,9,10,125,4,1,5,8,10,13,14,25,15,16,9,5,156,8,3,9,9,21,13,19,19,26,15,8,6
,,부상신고자수,23,0,1,1,2,5,2,1,3,6,1,0,1,42,1,1,2,4,6,5,2,5,7,4,3,2,27,1,0,2,1,3,3,4,3,6,3,1,0,29,0,0,2,0,5,5,2,4,4,2,3,2,23,0,0,0,2,1,6,3,5,3,3,0,0
,노원구,사고건수,212,4,5,14,17,22,29,20,25,34,16,18,8,206,10,4,10,14,21,29,24,24,24,26,10,10,228,6,4,13,15,20,27,17,39,32,31,13,11,212,10,4,16,15,23,32,20,25,28,23,10,6,245,9,6,16,17,27,37,26,40,28,12,15,12
,,사망자수,8,0,0,0,2,0,1,0,2,3,0,0,0,6,0,0,1,0,2,0,1,1,1,0,0,0,5,0,0,0,0,1,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,8,1,0,2,0,1,2,1,0,1,0,0,0
,,부상자수,211,4,5,14,15,22,31,20,23,34,16,19,8,210,10,4,10,14,20,30,28,25,23,26,10,10,244,6,4,14,15,20,30,16,45,33,37,13,11,225,12,3,17,15,24,35,22,27,30,23,10,7,248,8,6,14,19,26,37,27,44,27,12,16,12
,,중상자수,95,2,4,9,4,8,13,12,11,12,9,8,3,86,1,3,5,7,4,15,8,12,9,14,5,3,98,1,1,8,7,10,12,8,11,14,16,4,6,100,3,2,12,8,10,18,12,7,14,9,4,1,93,3,1,5,7,14,15,11,11,10,4,7,5
,,경상자수,99,2,1,5,8,10,15,7,10,18,7,11,5,104,9,1,3,7,14,13,16,11,11,10,3,6,121,5,3,4,7,7,14,6,30,17,15,8,5,116,7,1,5,5,14,16,9,17,16,14,6,6,141,5,5,6,12,11,20,14,29,16,8,8,7
,,부상신고자수,17,0,0,0,3,4,3,1,2,4,0,0,0,20,0,0,2,0,2,2,4,2,3,2,2,1,25,0,0,2,1,3,4,2,4,2,6,1,0,9,2,0,0,2,0,1,1,3,0,0,0,0,14,0,0,3,0,1,2,2,4,1,0,1,0
,광진구,사고건수,166,4,6,7,15,17,16,23,18,27,17,9,7,167,4,1,10,11,20,19,17,25,26,17,11,6,113,9,1,5,6,18,12,14,10,16,11,6,5,146,4,9,10,11,12,12,17,19,22,17,8,5,133,7,4,5,11,9,20,26,9,15,10,9,8
,,사망자수,3,0,0,1,1,0,0,0,1,0,0,0,0,5,0,0,1,1,0,1,0,0,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,0
,,부상자수,172,4,6,7,15,19,17,24,18,28,18,9,7,171,4,1,10,11,21,19,17,25,25,18,11,9,113,9,1,5,7,17,12,13,11,17,11,6,4,150,4,9,10,11,11,13,18,22,22,17,8,5,131,7,4,4,11,9,20,24,9,15,11,9,8
,,중상자수,75,0,1,5,5,9,8,13,6,17,8,1,2,82,1,0,6,5,7,9,8,18,13,9,4,2,57,2,0,1,4,10,9,7,4,8,7,3,2,60,4,3,1,2,7,4,7,7,10,10,3,2,44,1,0,1,3,3,5,12,4,6,3,3,3
,,경상자수,84,3,5,2,9,10,7,7,12,7,10,8,4,76,3,1,3,6,10,8,8,6,11,7,6,7,52,6,1,4,2,6,3,6,7,9,4,3,1,79,0,5,7,9,3,9,10,14,11,3,5,3,79,6,4,3,6,6,13,11,4,9,7,5,5
,,부상신고자수,13,1,0,0,1,0,2,4,0,4,0,0,1,13,0,0,1,0,4,2,1,1,1,2,1,0,4,1,0,0,1,1,0,0,0,0,0,0,1,11,0,1,2,0,1,0,1,1,1,4,0,0,8,0,0,0,2,0,2,1,1,0,1,1,0
,강북구,사고건수,198,3,5,16,11,18,30,24,24,28,20,14,5,224,5,2,8,7,30,32,30,32,34,19,18,7,216,6,3,19,21,25,31,28,23,23,23,6,8,200,7,6,9,12,25,20,26,23,30,24,13,5,246,8,7,18,20,21,41,30,30,27,27,12,5
,,사망자수,8,0,0,1,2,0,2,0,2,1,0,0,0,8,0,0,1,1,0,2,0,1,0,1,2,0,8,0,0,1,2,1,0,0,1,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,8,2,0,2,3,0,1,0,0,0,0,0,0
,,부상자수,202,3,5,19,9,21,29,25,22,29,21,14,5,228,5,2,8,6,33,33,31,32,34,19,18,7,218,6,3,21,20,25,34,28,22,21,24,6,8,211,8,6,9,13,27,19,29,25,33,24,14,4,249,6,8,17,19,22,41,32,30,28,28,13,5
,,중상자수,83,1,1,7,5,9,10,9,13,8,11,7,2,102,1,0,5,3,15,13,15,12,16,9,9,4,96,2,2,9,12,10,14,13,11,6,9,4,4,88,1,2,4,6,15,7,13,13,10,9,6,2,94,0,0,7,8,10,17,10,17,10,9,4,2
,,경상자수,108,2,3,9,4,12,17,13,9,19,10,7,3,118,4,2,3,3,17,18,15,19,17,9,8,3,110,3,1,12,5,15,16,15,10,13,14,2,4,114,6,4,5,7,9,12,16,9,21,15,8,2,147,5,8,10,11,11,21,21,13,18,17,9,3
,,부상신고자수,11,0,1,3,0,0,2,3,0,2,0,0,0,8,0,0,0,0,1,2,1,1,1,1,1,0,12,1,0,0,3,0,4,0,1,2,1,0,0,9,1,0,0,0,3,0,0,3,2,0,0,0,8,1,0,0,0,1,3,1,0,0,2,0,0
,금천구,사고건수,145,3,4,7,11,14,17,18,11,22,18,13,7,119,5,5,5,11,16,12,12,14,13,12,8,6,108,3,2,12,7,15,11,10,16,13,10,5,4,114,4,2,7,7,13,18,18,12,11,10,10,2,143,7,2,6,17,13,23,12,14,14,17,10,8
,,사망자수,6,0,0,0,0,0,1,1,1,0,3,0,0,4,0,0,0,1,0,0,0,0,1,1,0,1,6,0,0,1,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0
,,부상자수,150,3,4,8,11,14,17,18,10,23,21,14,7,119,5,5,5,11,16,12,12,14,14,12,8,5,109,3,2,11,6,15,11,11,17,14,10,5,4,119,4,2,8,8,13,19,18,11,12,11,11,2,148,7,2,6,17,14,24,14,12,16,18,10,8
,,중상자수,75,0,2,6,7,6,8,12,3,13,9,8,1,46,1,2,3,5,5,6,4,5,6,6,1,2,44,2,0,5,2,6,5,5,9,7,3,0,0,49,3,1,5,4,5,5,9,4,3,4,5,1,62,0,0,3,12,4,15,2,7,7,5,6,1
,,경상자수,64,3,2,2,4,6,9,5,4,7,10,6,6,61,3,3,2,3,11,6,8,5,6,6,5,3,59,1,1,6,4,9,6,5,7,5,6,5,4,65,1,1,3,4,7,13,9,6,9,6,5,1,78,7,2,3,4,8,9,11,4,8,11,4,7
,,부상신고자수,11,0,0,0,0,2,0,1,3,3,2,0,0,12,1,0,0,3,0,0,0,4,2,0,2,0,6,0,1,0,0,0,0,1,1,2,1,0,0,5,0,0,0,0,1,1,0,1,0,1,1,0,8,0,0,0,1,2,0,1,1,1,2,0,0
부산,합계,사고건수,1879,38,34,100,127,216,255,244,245,237,189,114,80,1879,49,37,82,123,200,264,234,270,242,204,104,70,1982,41,41,90,137,213,277,229,275,280,214,127,58,2038,47,33,100,180,211,274,258,267,268,210,110,80,2147,48,37,90,152,237,294,261,277,317,224,126,84
,,사망자수,68,0,0,14,5,8,8,5,7,8,6,5,2,70,1,2,8,9,5,8,7,10,9,5,2,4,59,2,3,9,6,4,5,7,5,5,3,6,4,78,4,1,10,16,3,12,8,10,6,3,2,3,45,2,0,5,7,4,3,6,5,1,4,5,3
,,부상자수,1956,39,36,91,128,227,271,261,272,240,196,114,81,1979,49,35,83,127,212,273,246,291,271,212,103,77,2045,42,38,86,138,222,302,240,286,289,220,125,57,2085,45,33,94,170,224,277,270,271,288,219,112,82,2242,48,38,91,158,248,318,269,288,342,231,125,86
,,중상자수,1021,17,13,49,61,127,147,129,139,123,117,55,44,988,19,14,41,70,102,146,126,139,134,115,50,32,1036,13,17,45,82,108,152,119,145,149,122,56,28,1002,17,16,45,91,134,134,123,118,134,105,49,36,1052,16,14,43,79,113,155,140,143,152,109,53,35
,,경상자수,794,20,18,35,58,85,106,104,116,97,66,56,33,873,29,21,37,53,96,113,109,134,111,86,46,38,854,23,19,35,46,99,137,98,113,116,84,60,24,956,26,16,44,70,77,119,126,139,140,102,55,42,1054,30,22,40,69,119,152,117,124,160,112,61,48
,,부상신고자수,141,2,5,7,9,15,18,28,17,20,13,3,4,118,1,0,5,4,14,14,11,18,26,11,7,7,155,6,2,6,10,15,13,23,28,24,14,9,5,127,2,1,5,9,13,24,21,14,14,12,8,4,136,2,2,8,10,16,11,12,21,30,10,11,3
,중구,사고건수,53,1,2,4,1,4,6,6,8,10,4,4,3,58,2,2,3,2,5,8,10,11,2,8,3,2,71,3,,3,5,7,12,8,10,10,7,3,3,69,1,,3,2,6,12,9,17,9,4,2,4,73,4,2,4,4,11,7,10,13,7,6,5,
,,사망자수,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,3,0,,1,1,0,0,0,0,0,1,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
,,부상자수,53,1,2,3,1,4,6,6,9,10,4,4,3,58,2,2,3,2,5,8,9,13,2,7,3,2,70,4,,2,4,7,12,8,10,10,7,3,3,71,1,,2,2,7,12,9,19,9,4,2,4,72,4,2,4,4,11,7,10,13,6,6,5,
,,중상자수,30,1,0,2,0,2,5,2,4,7,2,3,2,26,0,0,2,2,2,6,3,5,2,1,2,1,37,4,,1,1,5,8,3,7,5,2,1,0,34,1,,1,1,2,7,5,9,4,2,0,2,31,1,0,2,2,6,3,3,7,3,2,2,
,,경상자수,14,0,0,1,0,1,1,3,4,1,2,0,1,27,2,2,1,0,3,1,5,8,0,5,0,0,28,0,,1,3,2,4,5,3,3,3,2,2,35,0,,1,1,5,5,4,9,5,2,2,1,35,3,2,1,1,5,4,6,5,1,4,3,
,,부상신고자수,9,0,2,0,1,1,0,1,1,2,0,1,0,5,0,0,0,0,0,1,1,0,0,1,1,1,5,0,,0,0,0,0,0,0,2,2,0,1,2,0,,0,0,0,0,0,1,0,0,0,1,6,0,0,1,1,0,0,1,1,2,0,0,
,서구,사고건수,88,3,4,4,5,13,14,6,10,13,11,3,2,110,2,3,4,8,10,22,15,13,19,9,2,3,95,,1,4,9,13,12,4,14,13,14,8,3,109,1,1,5,15,18,10,16,13,13,10,3,4,105,2,2,5,12,15,15,13,9,13,9,7,3
,,사망자수,3,0,0,1,0,1,0,0,0,0,1,0,0,5,0,1,1,1,0,0,1,0,0,0,0,1,3,,0,0,0,1,0,0,1,0,0,1,0,4,0,0,2,0,1,0,0,1,0,0,0,0,4,0,0,0,1,1,0,2,0,0,0,0,0
,,부상자수,92,3,5,4,5,13,14,7,10,14,11,4,2,123,2,2,3,10,11,27,15,13,21,10,2,7,96,,1,4,10,14,12,4,13,13,15,7,3,109,1,1,3,16,17,10,17,12,13,10,4,5,110,2,2,6,14,14,17,12,10,14,9,7,3
,,중상자수,58,1,3,2,4,9,10,3,4,11,8,2,1,63,1,1,3,5,6,13,7,6,9,6,1,5,51,,0,1,6,5,5,3,9,7,9,4,2,53,0,0,0,8,13,5,9,4,6,7,0,1,51,2,2,3,8,6,4,6,5,7,3,3,2
,,경상자수,28,1,2,2,1,3,4,4,5,3,0,2,1,52,0,1,0,4,5,14,7,5,11,4,0,1,41,,1,3,3,8,6,0,4,6,6,3,1,46,1,1,2,6,0,5,7,7,6,3,4,4,54,0,0,2,5,7,12,6,5,7,6,3,1
,,부상신고자수,6,1,0,0,0,1,0,0,1,0,3,0,0,8,1,0,0,1,0,0,1,2,1,0,1,1,4,,0,0,1,1,1,1,0,0,0,0,0,10,0,0,1,2,4,0,1,1,1,0,0,0,5,0,0,1,1,1,1,0,0,0,0,1,0
,동구,사고건수,94,4,2,4,8,8,12,13,14,7,12,6,4,92,,1,4,4,11,16,12,14,19,5,3,3,89,1,2,4,8,5,15,12,8,12,12,5,5,113,4,,6,4,9,15,15,22,16,7,12,3,119,1,,2,8,13,17,18,20,14,13,8,5
,,사망자수,1,0,0,0,0,0,0,0,1,0,0,0,0,6,,0,1,0,2,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,0
,,부상자수,98,4,3,4,8,10,12,14,14,7,12,6,4,89,,1,4,4,11,15,12,13,19,4,3,3,95,1,2,4,8,5,20,12,8,14,12,4,5,120,4,,6,4,11,15,16,23,18,9,11,3,121,0,,2,8,13,18,18,22,14,13,8,5
,,중상자수,62,3,0,2,4,5,9,11,9,5,9,3,2,46,,1,1,2,4,5,6,8,14,3,1,1,46,0,1,2,5,4,8,6,4,6,7,1,2,54,2,,4,2,9,5,6,9,10,3,2,2,56,0,,0,2,5,10,12,11,4,8,3,1
,,경상자수,32,1,3,1,3,5,3,3,3,2,3,3,2,42,,0,3,2,7,9,6,5,5,1,2,2,41,1,1,2,3,0,11,4,3,7,4,3,2,59,1,,2,2,2,9,9,10,8,6,9,1,58,0,,1,6,7,7,5,10,8,5,5,4
,,부상신고자수,4,0,0,1,1,0,0,0,2,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,1,1,2,1,1,1,0,1,7,1,,0,0,0,1,1,4,0,0,0,0,7,0,,1,0,1,1,1,1,2,0,0,0
,영도구,사고건수,64,1,1,4,8,8,8,6,10,8,7,2,1,81,2,,2,2,7,11,21,13,8,9,3,3,79,2,,5,3,13,13,8,10,10,8,5,2,84,1,1,1,10,6,10,13,11,15,7,6,3,81,,4,1,6,11,13,9,14,13,6,3,1
,,사망자수,3,0,0,0,0,0,0,0,2,1,0,0,0,4,0,,0,1,1,0,1,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,,0,0,0,0,0,1,1,0,0,0,0
,,부상자수,63,1,1,4,8,8,9,6,8,7,7,3,1,85,2,,2,1,6,11,24,16,8,9,3,3,86,2,,5,3,14,17,8,9,13,8,5,2,83,1,1,1,9,7,9,13,11,15,7,6,3,82,,5,2,6,12,13,8,13,13,6,3,1
,,중상자수,40,1,1,2,6,4,6,4,6,5,5,0,0,46,0,,1,1,3,6,9,10,5,7,3,1,38,1,,5,1,6,5,6,3,5,4,2,0,37,0,0,1,4,5,6,6,6,3,3,2,1,35,,1,2,2,5,8,2,6,3,4,1,1
,,경상자수,23,0,0,2,2,4,3,2,2,2,2,3,1,38,2,,1,0,3,5,15,6,3,2,0,1,39,1,,0,1,5,10,2,5,7,4,3,1,44,1,1,0,4,2,3,6,5,12,4,4,2,41,,4,0,4,6,5,5,5,9,2,1,0
